useID,ChipName,Capacity,EraseTime,PageSize,MemoryType,ChipType,ManufName,BlockSize,OTPSize,OTPAddr,NOTE,Voltage,ChipID,ChipPara,ChipPara1,Para1Note,ParaNote,Adder
83,"EN25B20T",262144,25000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"256KB","3300","1C2012",0,0,,,"YaoJie"
84,"EN25B40",524288,30000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"512KB","3300","1C2013",0,0,,,"YaoJie"
85,"EN25B40T",524288,30000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"512KB","3300","1C2013",0,0,,,"YaoJie"
86,"EN25B80",1048576,35000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"1MB","3300","1C2014",0,0,,,"YaoJie"
87,"EN25B80T",1048576,35000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"1MB","3300","1C2014",0,0,,,"YaoJie"
88,"EN25B16",2097152,40000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"2MB","3300","1C2015",0,0,,,"YaoJie"
89,"EN25B16T",2097152,40000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"2MB","3300","1C2015",0,0,,,"YaoJie"
90,"EN25B32",4194304,50000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"4MB","3300","1C2016",0,0,,,"YaoJie"
91,"EN25B32T",4194304,50000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"4MB","3300","1C2016",0,0,,,"YaoJie"
92,"EN25B64",8388608,60000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"8MB","3300","1C2017",0,0,,,"YaoJie"
93,"EN25B64T",8388608,60000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"8MB","3300","1C2017",0,0,,,"YaoJie"
94,"EN25F05",65536,15000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"64KB","3300","1C3110",0,0,,,"YaoJie"
