useID,ChipName,Capacity,EraseTime,PageSize,MemoryType,ChipType,ManufName,BlockSize,OTPSize,OTPAddr,NOTE,Voltage,ChipID,ChipPara,ChipPara1,Para1Note,ParaNote,Adder
95,"EN25F10",131072,20000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"128KB","3300","1C3111",0,0,,,"YaoJie"
96,"EN25F20",262144,25000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"256KB","3300","1C3112",0,0,,,"YaoJie"
97,"EN25F40",524288,30000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"512KB","3300","1C3113",0,0,,,"YaoJie"
98,"EN25F80",1048576,35000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"1MB","3300","1C3114",0,0,,,"YaoJie"
99,"EN25F16",2097152,40000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"2MB","3300","1C3115",0,0,,,"YaoJie"
100,"EN25F32",4194304,50000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"4MB","3300","1C3116",0,0,,,"YaoJie"
101,"EN25LF05",65536,15000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"64KB","3300","1C3110",0,0,,,"YaoJie"
102,"EN25LF10",131072,20000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"128KB","3300","1C3111",0,0,,,"YaoJie"
103,"EN25LF20",262144,25000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"256KB","3300","1C3112",0,0,,,"YaoJie"
104,"EN25LF40",524288,30000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"512KB","3300","1C3113",0,0,,,"YaoJie"
105,"EN25P05",65536,15000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"64KB","3300","1C2010",0,0,,,"YaoJie"
106,"EN25P10",131072,20000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"128KB","3300","1C2011",0,0,,,"YaoJie"
107,"EN25P20",262144,25000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"256KB","3300","1C2012",0,0,,,"YaoJie"
108,"EN25P40",524288,30000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"512KB","3300","1C2013",0,0,,,"YaoJie"
109,"EN25P80",1048576,35000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"1MB","3300","1C2014",0,0,,,"YaoJie"
110,"EN25P16",2097152,40000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"2MB","3300","1C2015",0,0,,,"YaoJie"
111,"EN25P32",4194304,50000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"4MB","3300","1C2016",0,0,,,"YaoJie"
112,"EN25P64",8388608,60000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"8MB","3300","1C2017",0,0,,,"YaoJie"
113,"EN25Q40",524288,30000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"512KB","3300","1C3013",0,0,,,"YaoJie"
114,"EN25Q80A",1048576,35000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"1MB","3300","1C3014",0,0,,,"YaoJie"
115,"EN25Q16A",2097152,40000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"2MB","3300","1C3015",0,0,,,"YaoJie"
116,"EN25Q32A",4194304,50000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"4MB","3300","1C3016",0,0,,,"YaoJie"
117,"EN25Q32A",4194304,50000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"4MB","3300","1C7016",0,0,,,"YaoJie"
118,"EN25Q32B",4194304,50000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"4MB","3300","1C3016",0,0,,,"YaoJie"
119,"EN25Q64",8388608,60000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"8MB","3300","1C3017",0,0,,,"YaoJie"
120,"EN25Q128",16777216,100000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"16MB","3300","1C3018",0,0,,,"YaoJie"
121,"EN25QH16",2097152,40000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"2MB","3300","1C7015",0,0,,,"YaoJie"
122,"EN25QH32",4194304,50000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"4MB","3300","1C7016",0,0,,,"YaoJie"
123,"EN25QH64",8388608,60000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"8MB","3300","1C7017",0,0,,,"YaoJie"
124,"EN25QH128",16777216,100000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"16MB","3300","1C7018",0,0,,,"YaoJie"
126,"EN25T80",1048576,35000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"1MB","3300","1C5114",0,0,,,"YaoJie"
127,"EN25T16",2097152,40000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"2MB","3300","1C5115",0,0,,,"YaoJie"
128,"EN25F64",8388608,60000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"8MB","3300","1C3117",0,0,,,"YaoJie"
129,"EN25F64",8388608,60000,256,"SPI FLASH","SPI FLASH","EON",4096,0,0,"8MB","3300","1C3117",0,0,,,"YaoJie"
130,"PM25LD256C",32768,10000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"32KB","3300","7F9D2F",32,1,,,"YaoJie"
131,"PM25LD512",65536,15000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"64KB","3300","7F9D20",32,1,,,"YaoJie"
132,"PM25LD512C",65536,15000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"64KB","3300","7F9D20",32,1,,,"YaoJie"
133,"PM25LD010",131072,20000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"128KB","3300","7F9D21",32,1,,,"YaoJie"
134,"PM25LD010C",131072,20000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"128KB","3300","7F9D21",32,1,,,"YaoJie"
135,"PM25LD020",262144,25000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"256KB","3300","7F9D22",32,1,,,"YaoJie"
136,"PM25LD020C",262144,25000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"256KB","3300","7F9D22",32,1,,,"YaoJie"
137,"PM25LD040",524288,30000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"512KB","3300","7F9D7E",32,1,,,"YaoJie"
138,"PM25LD040C",524288,30000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"512KB","3300","7F9D7E",32,1,,,"YaoJie"
139,"PM25LV512",65536,15000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"64KB","3300","7F9D7B",32,1,,,"YaoJie"
140,"PM25LV512A",65536,15000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"64KB","3300","7F9D7B",32,1,,,"YaoJie"
141,"PM25LV010",131072,20000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"128KB","3300","7F9D7C",32,1,,,"YaoJie"
142,"PM25LV010A",131072,20000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"128KB","3300","7F9D7C",32,1,,,"YaoJie"
143,"PM25LV020",262144,25000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"256KB","3300","7F9D7D",32,1,,,"YaoJie"
144,"PM25LV040",524288,30000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"512KB","3300","7F9D7E",32,1,,,"YaoJie"
145,"PM25LV080B",1048576,35000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"1MB","3300","7F9D13",32,1,,,"YaoJie"
146,"PM25LV016B",2097152,40000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"2MB","3300","7F9D14",32,1,,,"YaoJie"
147,"PM25WD020",262144,25000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"256KB","3300","7F9D32",32,1,,,"YaoJie"
148,"PM25WD040",524288,30000,256,"SPI FLASH","SPI FLASH","PMC",4096,0,0,"512KB","3300","7F9D33",32,1,,,"YaoJie"
149,"Pm25LV010",131072,20000,256,"SPI FLASH","SPI FLASH","PFLASH",4096,0,0,"128KB","3300","7F9D7C",0,0,,,"YaoJie"
150,"Pm25LV020",262144,25000,256,"SPI FLASH","SPI FLASH","PFLASH",4096,0,0,"256KB","3300","7F9D22",0,0,,,"YaoJie"
151,"Pm25W020",262144,25000,256,"SPI FLASH","SPI FLASH","PFLASH",4096,0,0,"256KB","3300","7F9D7D",0,0,,,"YaoJie"
152,"TS25L512A",65536,15000,256,"SPI FLASH","SPI FLASH","TERRA",4096,0,0,"64KB","3300","373010",0,0,,,"YaoJie"
153,"TS25L010A",131072,20000,256,"SPI FLASH","SPI FLASH","TERRA",4096,0,0,"128KB","3300","373011",0,0,,,"YaoJie"
154,"TS25L020A",262144,25000,256,"SPI FLASH","SPI FLASH","TERRA",4096,0,0,"256KB","3300","373012",0,0,,,"YaoJie"
155,"TS25L16AP",2097152,40000,256,"SPI FLASH","SPI FLASH","TERRA",4096,0,0,"2MB","3300","202015",0,0,,,"YaoJie"
156,"TS25L16BP",2097152,40000,256,"SPI FLASH","SPI FLASH","TERRA",4096,0,0,"2MB","3300","202015",0,0,,,"YaoJie"
157,"ZP25L16P",2097152,40000,256,"SPI FLASH","SPI FLASH","TERRA",4096,0,0,"2MB","3300","202015",0,0,,,"YaoJie"
158,"TS25L16PE",2097152,40000,256,"SPI FLASH","SPI FLASH","TERRA",4096,0,0,"2MB","3300","208015",0,0,,,"YaoJie"
159,"TS25L80PE",1048576,35000,256,"SPI FLASH","SPI FLASH","TERRA",4096,0,0,"1MB","3300","208014",0,0,,,"YaoJie"
160,"TS25L032A",4194304,50000,256,"SPI FLASH","SPI FLASH","TERRA",4096,0,0,"4MB","3300","373016",0,0,,,"YaoJie"
161,"TS25L40P",524288,30000,256,"SPI FLASH","SPI FLASH","TERRA",4096,0,0,"512KB","3300","202013",0,0,,,"YaoJie"
162,"GPR25L005E",65536,15000,256,"SPI FLASH","SPI FLASH","Generalplus",4096,0,0,"64KB","3300","C22010",0,0,,,"YaoJie"
163,"GPR25L161B",262144,25000,256,"SPI FLASH","SPI FLASH","Generalplus",4096,0,0,"256KB","3300","C22015",0,0,,,"YaoJie"
164,"GPR25L020B",262144,25000,256,"SPI FLASH","SPI FLASH","Generalplus",4096,0,0,"256KB","3300","C22012",0,0,,,"YaoJie"
165,"AC25LV512",65536,15000,256,"SPI FLASH","SPI FLASH","DEUTRON",4096,0,0,"64KB","3300","9D7B00",0,0,,,"YaoJie"
166,"AC25LV010",131072,20000,256,"SPI FLASH","SPI FLASH","DEUTRON",4096,0,0,"128KB","3300","9D7C00",0,0,,,"YaoJie"
167,"EM25LV512",65536,15000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"64KB","3300","9D7B00",0,0,,,"YaoJie"
168,"EM25LV010",131072,20000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"128KB","3300","9D7C00",0,0,,,"YaoJie"
169,"F25L004A",524288,30000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"512KB","3300","8C2013",0,0,,,"YaoJie"
170,"F25L008A",1048576,35000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"1MB","3300","8C2014",0,0,,,"YaoJie"
171,"F25L016A",2097152,40000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"2MB","3300","8C2015",0,0,,,"YaoJie"
172,"F25L04UA",524288,30000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"512KB","3300","8C8C8C",0,0,,,"YaoJie"
173,"F25L04P",524288,30000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"512KB","3300","8C2013",0,0,,,"YaoJie"
174,"F25S04P",524288,30000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"512KB","3300","8C3013",0,0,,,"YaoJie"
175,"F25L08P",1048576,35000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"1MB","3300","8C2014",0,0,,,"YaoJie"
176,"F25L16P",2097152,40000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"2MB","3300","8C2015",0,0,,,"YaoJie"
177,"F25L32P",4194304,50000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"4MB","3300","8C2016",0,0,,,"YaoJie"
178,"F25L32Q",4194304,50000,256,"SPI FLASH","SPI FLASH","EFST",4096,0,0,"4MB","3300","8C4016",0,0,,,"YaoJie"
179,"ES25P10",131072,20000,256,"SPI FLASH","SPI FLASH","EXCELSEMI",4096,0,0,"128KB","3300","4A2011",0,0,,,"YaoJie"
180,"ES25P20",262144,25000,256,"SPI FLASH","SPI FLASH","EXCELSEMI",4096,0,0,"256KB","3300","4A2012",0,0,,,"YaoJie"
181,"ES25P40",524288,30000,256,"SPI FLASH","SPI FLASH","EXCELSEMI",4096,0,0,"512KB","3300","4A2013",0,0,,,"YaoJie"
182,"ES25P80",1048576,35000,256,"SPI FLASH","SPI FLASH","EXCELSEMI",4096,0,0,"1MB","3300","4A2014",0,0,,,"YaoJie"
183,"ES25P16",2097152,40000,256,"SPI FLASH","SPI FLASH","EXCELSEMI",4096,0,0,"2MB","3300","4A2015",0,0,,,"YaoJie"
184,"ES25P32",4194304,50000,256,"SPI FLASH","SPI FLASH","EXCELSEMI",4096,0,0,"4MB","3300","4A2016",0,0,,,"YaoJie"
185,"ES25M40A",524288,30000,256,"SPI FLASH","SPI FLASH","EXCELSEMI",4096,0,0,"512KB","3300","4A3213",0,0,,,"YaoJie"
186,"ES25M80A",1048576,35000,256,"SPI FLASH","SPI FLASH","EXCELSEMI",4096,0,0,"1MB","3300","4A3214",0,0,,,"YaoJie"
187,"ES25M16A",2097152,40000,256,"SPI FLASH","SPI FLASH","EXCELSEMI",4096,0,0,"2MB","3300","4A3215",0,0,,,"YaoJie"
188,"FM25Q08A",1048576,35000,256,"SPI FLASH","SPI FLASH","FIDELIX",4096,0,0,"1MB","3300","F83214",0,0,,,"YaoJie"
189,"FM25Q16A",2097152,40000,256,"SPI FLASH","SPI FLASH","FIDELIX",4096,0,0,"2MB","3300","F83215",0,0,,,"YaoJie"
190,"FM25Q16B",2097152,40000,256,"SPI FLASH","SPI FLASH","FIDELIX",4096,0,0,"2MB","3300","F83215",0,0,,,"YaoJie"
191,"FM25Q32A",4194304,50000,256,"SPI FLASH","SPI FLASH","FIDELIX",4096,0,0,"4MB","3300","F83216",0,0,,,"YaoJie"
192,"FM25Q64A",8388608,60000,256,"SPI FLASH","SPI FLASH","FIDELIX",4096,0,0,"8MB","3300","F83217",0,0,,,"YaoJie"
193,"GT25C01",128,100000,8,"EEPROM","25 EEPROM","GIANTEC",32,0,0,"128B","3300","000000",0,0,,,"YaoJie"
194,"GT25C02",256,100000,8,"EEPROM","25 EEPROM","GIANTEC",32,0,0,"256B","3300","000000",0,0,,,"YaoJie"
195,"GT25C04",512,100000,8,"EEPROM","25 EEPROM","GIANTEC",32,0,0,"512B","3300","000000",0,0,,,"YaoJie"
196,"GT25C08",1024,100000,32,"EEPROM","25 EEPROM","GIANTEC",32,0,0,"1KB","3300","000000",0,1,,,"YaoJie"
197,"GT25C16",2048,100000,32,"EEPROM","25 EEPROM","GIANTEC",32,0,0,"2KB","3300","000000",0,1,,,"YaoJie"
198,"GT25C32",4096,100000,32,"EEPROM","25 EEPROM","GIANTEC",32,0,0,"4KB","3300","000000",0,1,,,"YaoJie"
199,"GT25C32A",4096,100000,32,"EEPROM","25 EEPROM","GIANTEC",32,0,0,"4KB","3300","000000",0,1,,,"YaoJie"
200,"GT25C64",8192,100000,32,"EEPROM","25 EEPROM","GIANTEC",32,0,0,"8KB","3300","000000",0,1,,,"YaoJie"
201,"GT25C128",16384,100000,64,"EEPROM","25 EEPROM","GIANTEC",32,0,0,"16KB","3300","000000",0,1,,,"YaoJie"
202,"GT25C128A",16384,100000,64,"EEPROM","25 EEPROM","GIANTEC",32,0,0,"16KB","3300","000000",0,1,,,"YaoJie"
203,"GT25C256",32768,100000,64,"EEPROM","25 EEPROM","GIANTEC",32,0,0,"32KB","3300","000000",0,1,,,"YaoJie"
204,"GD25D40",524288,30000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"512KB","3300","C83013",0,0,,,"YaoJie"
205,"GD25D80",1048576,35000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"1MB","3300","C83014",0,0,,,"YaoJie"
206,"GD25F40",524288,30000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"512KB","3300","C82013",0,0,,,"YaoJie"
207,"GD25F80",1048576,35000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"1MB","3300","C82014",0,0,,,"YaoJie"
208,"GD25Q512",65536,15000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"64KB","3300","C84010",0,0,,,"YaoJie"
209,"GD25Q10",131072,20000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"128KB","3300","C84011",0,0,,,"YaoJie"
210,"GD25Q20",262144,25000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"256KB","3300","C84012",0,0,,,"YaoJie"
211,"GD25Q40",524288,30000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"512KB","3300","C84013",0,0,,,"YaoJie"
212,"GD25Q80",1048576,35000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"1MB","3300","C84014",0,0,,,"YaoJie"
213,"GD25Q80B",1048576,35000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"1MB","3300","C84014",0,0,,,"YaoJie"
214,"GD25Q16",2097152,40000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"2MB","3300","C84015",0,0,,,"YaoJie"
215,"GD25Q16B",2097152,40000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"2MB","3300","C84015",0,0,,,"YaoJie"
216,"GD25Q32",4194304,50000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"4MB","3300","C84016",0,0,,,"YaoJie"
217,"GD25Q32B",4194304,50000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"4MB","3300","C84016",0,0,,,"YaoJie"
218,"GD25Q64",8388608,60000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"8MB","3300","C84017",0,0,,,"YaoJie"
219,"GD25Q64B",8388608,60000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"8MB","3300","C84017",0,0,,,"YaoJie"
220,"GD25Q128B",16777216,100000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"16MB","3300","C84018",0,0,,,"YaoJie"
221,"GD25Q128C",16777216,100000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"16MB","3300","C84018",0,0,,,"YaoJie"
222,"GD25LQ128C",16777216,100000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"16MB","1800","C86018",0,0,,,"YaoJie"
224,"MD25T80",1048576,35000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"1MB","3300","C83114",0,0,,,"YaoJie"
225,"MD25D20",262144,25000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"256KB","3300","514012",0,0,,,"YaoJie"
226,"MD25D40",524288,30000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"512KB","3300","514013",0,0,,,"YaoJie"
227,"MD25D80",1048576,35000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"1MB","3300","514014",0,0,,,"YaoJie"
228,"MD25D16",2097152,40000,256,"SPI FLASH","SPI FLASH","GIGADEVICE",4096,0,0,"2MB","3300","514015",0,0,,,"YaoJie"
229,"ICE25P05",65536,15000,128,"SPI FLASH","SPI FLASH","ICE",4096,0,0,"64KB","3300","1C2010",0,0,,,"YaoJie"
230,"X25020",256,100000,4,"EEPROM","25 EEPROM","ICMIC",32,0,0,"256B","3300","000000",0,0,,,"YaoJie"
231,"X25021",256,100000,4,"EEPROM","25 EEPROM","ICMIC",32,0,0,"256B","3300","000000",0,0,,,"YaoJie"
232,"X25040",512,100000,4,"EEPROM","25 EEPROM","ICMIC",32,0,0,"512B","3300","000000",0,0,,,"YaoJie"
233,"X25041",512,100000,4,"EEPROM","25 EEPROM","ICMIC",32,0,0,"512B","3300","000000",0,0,,,"YaoJie"
234,"X25080",1024,100000,32,"EEPROM","25 EEPROM","ICMIC",32,0,0,"1KB","3300","000000",0,1,,,"YaoJie"
235,"X25128",16384,100000,32,"EEPROM","25 EEPROM","ICMIC",32,0,0,"16KB","3300","000000",0,1,,,"YaoJie"
236,"X25160",2048,100000,32,"EEPROM","25 EEPROM","ICMIC",32,0,0,"2KB","3300","000000",0,1,,,"YaoJie"
237,"X25170",2048,100000,32,"EEPROM","25 EEPROM","ICMIC",32,0,0,"2KB","3300","000000",0,1,,,"YaoJie"
238,"X25320",4096,100000,32,"EEPROM","25 EEPROM","ICMIC",32,0,0,"4KB","3300","000000",0,1,,,"YaoJie"
239,"X25330",4096,100000,32,"EEPROM","25 EEPROM","ICMIC",32,0,0,"4KB","3300","000000",0,1,,,"YaoJie"
240,"X25640",8192,100000,32,"EEPROM","25 EEPROM","ICMIC",32,0,0,"8KB","3300","000000",0,1,,,"YaoJie"
241,"X25642",8192,100000,32,"EEPROM","25 EEPROM","ICMIC",32,0,0,"8KB","3300","000000",0,1,,,"YaoJie"
242,"X25650",8192,100000,32,"EEPROM","25 EEPROM","ICMIC",32,0,0,"8KB","3300","000000",0,1,,,"YaoJie"
243,"IN25AA020",256,100000,16,"EEPROM","25 EEPROM","INTEGRAL",32,0,0,"256B","3300","000000",0,0,,,"YaoJie"
244,"IN25AA040",512,100000,16,"EEPROM","25 EEPROM","INTEGRAL",32,0,0,"512B","3300","000000",0,0,,,"YaoJie"
245,"IN25AA080",1024,100000,16,"EEPROM","25 EEPROM","INTEGRAL",32,0,0,"1KB","3300","000000",0,1,,,"YaoJie"
246,"IN25AA160",2048,100000,16,"EEPROM","25 EEPROM","INTEGRAL",32,0,0,"2KB","3300","000000",0,1,,,"YaoJie"
247,"QB25F016S33B",2097152,40000,256,"SPI FLASH","SPI FLASH","INTEL",4096,0,0,"2MB","3300","898911",0,0,,,"YaoJie"
248,"QB25F160S33B",2097152,40000,256,"SPI FLASH","SPI FLASH","INTEL",4096,0,0,"2MB","3300","898911",0,0,,,"YaoJie"
249,"QB25F320S33B",4194304,50000,256,"SPI FLASH","SPI FLASH","INTEL",4096,0,0,"4MB","3300","898912",0,0,,,"YaoJie"
250,"QB25F640S33B",8388608,60000,256,"SPI FLASH","SPI FLASH","INTEL",4096,0,0,"8MB","3300","898913",0,0,,,"YaoJie"
251,"QH25F016S33B",2097152,40000,256,"SPI FLASH","SPI FLASH","INTEL",4096,0,0,"2MB","3300","898911",0,0,,,"YaoJie"
252,"QH25F160S33B",2097152,40000,256,"SPI FLASH","SPI FLASH","INTEL",4096,0,0,"2MB","3300","898911",0,0,,,"YaoJie"
253,"QH25F320S33B",4194304,50000,256,"SPI FLASH","SPI FLASH","INTEL",4096,0,0,"4MB","3300","898912",0,0,,,"YaoJie"
254,"KH25L1005",131072,20000,256,"SPI FLASH","SPI FLASH","KHIC",4096,0,0,"128KB","3300","C22011",0,0,,,"YaoJie"
255,"KH25L1005A",131072,20000,256,"SPI FLASH","SPI FLASH","KHIC",4096,0,0,"128KB","3300","C22011",0,0,,,"YaoJie"
256,"KH25L2005",262144,25000,256,"SPI FLASH","SPI FLASH","KHIC",4096,0,0,"256KB","3300","C22012",0,0,,,"YaoJie"
257,"KH25L4005",524288,30000,256,"SPI FLASH","SPI FLASH","KHIC",4096,0,0,"512KB","3300","C22013",0,0,,,"YaoJie"
258,"KH25L4005A",524288,30000,256,"SPI FLASH","SPI FLASH","KHIC",4096,0,0,"512KB","3300","C22013",0,0,,,"YaoJie"
259,"KH25L512",65536,15000,256,"SPI FLASH","SPI FLASH","KHIC",4096,0,0,"64KB","3300","C22010",0,0,,,"YaoJie"
260,"KH25L512A",65536,15000,256,"SPI FLASH","SPI FLASH","KHIC",4096,0,0,"64KB","3300","C22010",0,0,,,"YaoJie"
261,"KH25L8005",1048576,35000,256,"SPI FLASH","SPI FLASH","KHIC",4096,0,0,"1MB","3300","C22014",0,0,,,"YaoJie"
262,"KH25L8036D",1048576,35000,256,"SPI FLASH","SPI FLASH","KHIC",4096,0,0,"1MB","3300","C22615",0,0,,,"YaoJie"
263,"MX25L1005",131072,20000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"128KB","3300","C22011",0,0,,,"YaoJie"
264,"MX25L1005A",131072,20000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"128KB","3300","C22011",0,0,,,"YaoJie"
265,"MX25L1005C",131072,20000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"128KB","3300","C22011",0,0,,,"YaoJie"
266,"MX25L1006E",131072,20000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"128KB","3300","C22011",0,0,,,"YaoJie"
267,"MX25L1021E",131072,20000,32,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"128KB","3300","C22211",0,0,,,"YaoJie"
268,"MX25L1025C",131072,20000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"128KB","3300","C22011",0,0,,,"YaoJie"
269,"MX25L1026E",131072,20000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"128KB","3300","C22011",0,0,,,"YaoJie"
270,"MX25L12805D",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
271,"MX25L12835E",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
272,"MX25L12835F",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
273,"MX25L12836E",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
274,"MX25L12839F",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
275,"MX25L12845E",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
276,"MX25L12845G",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
277,"MX25L12845F",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
278,"MX25L12865E",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
279,"MX25L12865F",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
280,"MX25L12873F",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
281,"MX25L12875F",16777216,100000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"16MB","3300","C22018",0,0,,,"YaoJie"
283,"MX25L1605",2097152,40000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"2MB","3300","C22015",0,0,,,"YaoJie"
284,"MX25L1605A",2097152,40000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"2MB","5000","C22015",0,0,,,"YaoJie"
285,"MX25L1605D",2097152,40000,256,"SPI FLASH","SPI FLASH","MXIC",4096,0,0,"2MB","3300","C22015",0,0,,,"YaoJie"
